"badge_title","badge_url","category_breadcrumb","category_id","category_name","discount_percentage","fetched_at","image_url","is_ad","is_wishlist","keyword","original_price","page","position","price","price_number","product_id","product_url","rating","shop_city","shop_id","shop_name","shop_tier","shop_url","sold_count","source_url","title"
"Kab. Probolinggo","https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/goldmerchant/pm_activation/badge/Power%20Merchant%20Pro.png~tplv-zr7vqa5nfb-image.image","makanan-minuman/makanan-kering/bawang-goreng","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/9156b251ad8b4a98823ac2d7ce37c8c5~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=y8VTzTE9MAaT76KlQ8nWlJA8ASw%3D&x-signature-webp=IVUMHVFwOsUZIXC1%2FL2cZxsj9%2Fo%3D","false","false","bawang goreng murni",,"1","11","Rp98.500","98500","100063188777","https://www.tokopedia.com/bawang-goreng-rachel/500gr-bawang-goreng-asli-probolinggo-murni-tanpa-tepung-kemasan-pouch-rendah-minyak-sudah-di-spinner-1729564850101061413?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","4.9","Kab. Probolinggo","7495603668099369765","BAWANG GORENG RACHEL","3","https://www.tokopedia.com/bawang-goreng-rachel","1rb+ terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","500gr Bawang Goreng Asli Probolinggo Murni Tanpa Tepung Kemasan Pouch Rendah Minyak Sudah Di spinner."
"Jakarta Selatan","https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/goldmerchant/pm_activation/badge/Power%20Merchant%20Pro.png~tplv-zr7vqa5nfb-image.image","makanan-minuman/makanan-kering/bawang-goreng","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/452e98db803b40468d877e19b15ec67c~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=NkuTnkziBoKYwhlDTQKmVYNaW8k%3D&x-signature-webp=PXAZSuEdoAo6OIvdy5NsVLfmro0%3D","false","false","bawang goreng murni",,"1","12","Rp24.700","24700","102146293576","https://www.tokopedia.com/dendengindud/bawang-putih-goreng-premium-murni-100-85-gram-1729566812001045320?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","4.9","Jakarta Selatan","2019451","Dendeng Crispy Indud","3","https://www.tokopedia.com/dendengindud","250+ terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","Bawang Putih Goreng Premium Murni 100% [85 Gram]"
"Jakarta Timur","https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/goldmerchant/pm_activation/badge/Power%20Merchant%20Pro.png~tplv-zr7vqa5nfb-image.image","makanan-minuman/makanan-kering/bawang-goreng","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2024/5/14/b3155840-6a7a-4b08-b7ce-34f41a283b94.jpg~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=2MmfN8mfysSqWN0TicM4dyYPSvQ%3D&x-signature-webp=Er282dhWpp24Nv%2FoGA6tP4N4BMc%3D","false","false","bawang goreng murni","Rp140.000","1","13","Rp130.000","130000","1161171298","https://www.tokopedia.com/riskijayabawang/bawang-goreng-murni-1-kg-bahan-rempah-kualitas-tinggi-1730348185860540138?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","4.9","Jakarta Timur","9588168","Riski Jaya Bawang","3","https://www.tokopedia.com/riskijayabawang","10rb+ terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","Bawang Goreng Murni 1 kg - Bahan Rempah Kualitas Tinggi"
"Kab. Sukoharjo","https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/goldmerchant/pm_activation/badge/Power%20Merchant%20Pro.png~tplv-zr7vqa5nfb-image.image","makanan-minuman/makanan-kering/bawang-goreng","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/e5a2abae50774f2b807975067795d979~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=5NuFWVlpYAZMqbYDldeMQgrIVtY%3D&x-signature-webp=Syen0jcg6wpvM%2BxkleSpGn%2FU9BM%3D","false","false","bawang goreng murni",,"1","14","Rp47.000","47000","100096525545","https://www.tokopedia.com/omg-kuliner-shop-bawang-goreng/premium-bawang-goreng-original-200gram-murni-tanpa-tepung-toples-brebes-1729769325703628782?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","4.9","Kab. Sukoharjo","7494859155377589230","OMG KULINER Shop BAWANG GORENG","3","https://www.tokopedia.com/omg-kuliner-shop-bawang-goreng","250+ terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","(PREMIUM ) BAWANG GORENG ORIGINAL (200gram) murni tanpa tepung Toples brebes"
"Kab. Sukoharjo","https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/goldmerchant/pm_activation/badge/Power%20Merchant%20Pro.png~tplv-zr7vqa5nfb-image.image","makanan-minuman/makanan-kering/bawang-goreng","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/97d40edd7cde489e93c078645332cef4~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=CCu499rFISiZVg%2BYrChiKec7X8Y%3D&x-signature-webp=5qOJBhJ9d5%2BW2vYfZnrpIpNSisA%3D","false","false","bawang goreng murni",,"1","15","Rp58.950","58950","100096175625","https://www.tokopedia.com/omg-kuliner-shop-bawang-goreng/super-premium-bawang-merah-goreng-300-200-100-gram-murni-tanpa-tepung-original-tawangmangu-1729747277677299694?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","4.9","Kab. Sukoharjo","7494859155377589230","OMG KULINER Shop BAWANG GORENG","3","https://www.tokopedia.com/omg-kuliner-shop-bawang-goreng","6rb+ terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","[SUPER PREMIUM] BAWANG MERAH GORENG 300/200/100 gram | Murni Tanpa Tepung Original (Tawangmangu)"
"Jakarta Selatan","https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/goldmerchant/pm_activation/badge/Power%20Merchant%20Pro.png~tplv-zr7vqa5nfb-image.image","makanan-minuman/makanan-kering/bawang-goreng","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/235974b38ee94615b8b749f6b2234c76~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=7azb8MmZUazPHvN0jqRbqrwfEYA%3D&x-signature-webp=CyiSgSlDyz0WzBOmPjTlZFGa5AY%3D","false","false","bawang goreng murni",,"1","16","Rp24.700","24700","102146293519","https://www.tokopedia.com/dendengindud/bawang-merah-goreng-indud-premium-murni-100-60-gram-1729566818989214536?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","4.9","Jakarta Selatan","2019451","Dendeng Crispy Indud","3","https://www.tokopedia.com/dendengindud","250+ terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","Bawang Merah Goreng Indud Premium Murni 100% [60 Gram]"
"Kab. Tangerang","https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/goldmerchant/pm_activation/badge/Power%20Merchant%20Pro.png~tplv-zr7vqa5nfb-image.image","makanan-minuman/makanan-kering/bawang-goreng","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2023/8/12/99adf1b8-d341-41ed-954d-630b6ca9dfad.jpg~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=4cm%2FM19VdUrrYW317rnLI52gkU0%3D&x-signature-webp=lWLmUY5SPTWNN0sTq5kiO8%2Fc0z4%3D","false","false","bawang goreng murni",,"1","17","Rp65.500","65500","102369522528","https://www.tokopedia.com/toko-rk-tangerang/bawang-merah-goreng-1-kg-murni-tampa-campuran-bahan-spices-rempah-pedas-bubuk-terbaik-untuk-hasil-sempurna-rasa-gurih-renyah-1732268104915322318?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","4.8","Kab. Tangerang","16211154","toko rk tangerang","3","https://www.tokopedia.com/toko-rk-tangerang","100+ terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","Bawang Merah Goreng 1 kg Murni Tampa campuran Bahan Spices Rempah Pedas Bubuk Terbaik Untuk Hasil Sempurna Rasa Gurih Renyah"
"Bekasi","https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/goldmerchant/pm_activation/badge/Power%20Merchant%20Pro.png~tplv-zr7vqa5nfb-image.image","makanan-minuman/bumbu-bahan-masakan/santan","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/fcd86366ac0f46eca16aac260117fbe8~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=elp5DeFW49Yt6T0YNIcMrYYoZrI%3D&x-signature-webp=%2BBQIwIBD0Xjgj4E%2Fnwtm72bC8HQ%3D","false","false","bawang goreng murni","Rp38.000","1","18","Rp28.900","28900","103400817688","https://www.tokopedia.com/departemen-ikan-asin/bawang-goreng-murni-premium-200-g-1735346731130258449-1735692221681665041?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","4.8","Bekasi","7494970082358167569","DEPARTEMEN IKAN ASIN","3","https://www.tokopedia.com/departemen-ikan-asin","100+ terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","Bawang goreng premium murni"
"Kab. Sukoharjo","https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/goldmerchant/pm_activation/badge/Power%20Merchant%20Pro.png~tplv-zr7vqa5nfb-image.image","makanan-minuman/makanan-kering/bawang-goreng","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/e963f25800904f07b36d64008c18afb7~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=kHNq99QN26sjUzWDvklYGLINOjU%3D&x-signature-webp=qhDyspL7%2FHoi%2FzM6vVLtYXJyrDM%3D","false","false","bawang goreng murni",,"1","19","Rp40.000","40000","102125322385","https://www.tokopedia.com/omg-kuliner-shop-bawang-goreng/200-gr-pouch-bawang-putih-goreng-kating-super-murni-tanpa-campuran-tepung-1732256073418377198?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","4.8","Kab. Sukoharjo","7494859155377589230","OMG KULINER Shop BAWANG GORENG","3","https://www.tokopedia.com/omg-kuliner-shop-bawang-goreng","40+ terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","200 gr/Pouch | Bawang Putih goreng kating super murni tanpa campuran tepung"
"Surabaya","https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/goldmerchant/pm_activation/badge/Power%20Merchant%20Pro.png~tplv-zr7vqa5nfb-image.image","makanan-minuman/makanan-kering/kerupuk","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/7e05cc1ceb114fe68bc16d7dc0838071~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=0Te%2FSzcS7ogcBTka2L2%2BYe5By94%3D&x-signature-webp=OZXNO8qz1q1g13FYpDI7fcJ3vg4%3D","false","false","bawang goreng murni","Rp23.000","1","20","Rp22.500","22500","102580828630","https://www.tokopedia.com/cvunion77/bawang-merah-goreng-bawang-putih-kating-cincang-goreng-murni-tanpa-tepung-tanpa-campuran-siap-makan-by-bumbu-wilona-1733266798816429391?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","4.8","Surabaya","7318658","BUMBU WILONA","3","https://www.tokopedia.com/cvunion77","100+ terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","BAWANG MERAH GORENG | BAWANG PUTIH KATING CINCANG GORENG | MURNI TANPA TEPUNG TANPA CAMPURAN | SIAP MAKAN BY BUMBU WILONA"
"Kab. Sukoharjo","https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/goldmerchant/pm_activation/badge/Power%20Merchant%20Pro.png~tplv-zr7vqa5nfb-image.image","makanan-minuman/makanan-kering/bawang-goreng","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/a0eaa378cc6b4260907b6e868a2bac12~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=2%2B%2FquMCE6kKB075qrmnTR9accjg%3D&x-signature-webp=OXy7lxNBDANoFHekdtOH2c%2BpbH4%3D","false","false","bawang goreng murni",,"1","21","Rp62.000","62000","100096523553","https://www.tokopedia.com/omg-kuliner-shop-bawang-goreng/premium-bawang-merah-goreng-300-gr-berat-bersih-murni-tanpa-tepung-tanpa-campuran-brebes-1729745542392809454?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","4.8","Kab. Sukoharjo","7494859155377589230","OMG KULINER Shop BAWANG GORENG","3","https://www.tokopedia.com/omg-kuliner-shop-bawang-goreng","100+ terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","[PREMIUM] bawang merah goreng 300 gr berat bersih | murni tanpa tepung, tanpa campuran (brebes)"
"Kab. Bogor",,,"0",,"0","2026-08-01T00:33:10.192Z","https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/9cb65cba19874bf786df350c7c942d6f~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=ZIw6zhK1Hg1lju25bN2d%2Bms8CKM%3D&x-signature-webp=MLT%2FzYYZV%2B5sQw6hCiYuq9OFjnU%3D","false","false","bawang goreng murni",,"1","22","Rp40.000","40000","100378124031","https://www.tokopedia.com/setiahome/bawang-goreng-bawang-murni-tanpa-campuran-tepung-organik-bebas-gula-alami-1729576383244634902?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","4.4","Kab. Bogor","7494864449410665238","SetiaHome","1","https://www.tokopedia.com/setiahome","30+ terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","Bawang goreng  Bawang murni tanpa campuran tepung Organik Bebas gula Alami"
"Kab. Kediri","https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/goldmerchant/pm_activation/badge/Power%20Merchant%20Pro.png~tplv-zr7vqa5nfb-image.image","makanan-minuman/bumbu-bahan-masakan/bawang","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/9fd604e3cfcb435cbb39abb158b68eff~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=5VrlpoaPcJqfOFHLF7rG0v%2FSKns%3D&x-signature-webp=B8HVecfJU3%2F4mRVbpOFoQrfVpDY%3D","false","false","bawang goreng murni",,"1","23","Rp16.999","16999","103416063495","https://www.tokopedia.com/dhohostore/bawang-putih-goreng-bawang-goreng-100-gram-1735104819780879410-1735769565699540018?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","4.5","Kab. Kediri","1230170","DHOHO KEDIRI AG1","3","https://www.tokopedia.com/dhohostore","8 terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","BAWANG PUTIH GORENG MURNI TANPA CAMPURAN  Kecombrang"
"Kab. Kediri","https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/goldmerchant/pm_activation/badge/Power%20Merchant%20Pro.png~tplv-zr7vqa5nfb-image.image","olahraga/alat-pancing/umpan-pancing","62","Olahraga","0","2026-08-01T00:33:10.192Z","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/f796c281c4a9497694bf214ee5ba6256~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=a2HGlnizIuJoO8byahkRrR0tejA%3D&x-signature-webp=fogGHTIsxznS3oK39RO8h83XPjc%3D","false","false","bawang goreng murni",,"1","24","Rp53.000","53000","100260107589","https://www.tokopedia.com/garuda0101/essen-biang-bawang-goreng-murni-garuda-umpan-ikan-mas-lele-patin-mujair-bawal-galatama-lomba-1729823184272655576?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch",,"Kab. Kediri","14854056","GARUDA0101","3","https://www.tokopedia.com/garuda0101","1 terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","Essen Biang Bawang Goreng Murni GARUDA Umpan Ikan Mas Lele Patin Mujair Bawal Galatama Lomba"
"Kab. Tulungagung","https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/goldmerchant/pm_activation/badge/Power%20Merchant%20Pro.png~tplv-zr7vqa5nfb-image.image","makanan-minuman/makanan-kering/bawang-goreng","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/374104f6e0784ad08c9d47bdb160f92f~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=sFY%2B0viT2bG9b7Z7ZsTlXNDezMY%3D&x-signature-webp=2IOwidKpgh9n2P%2Bq4uzLYnc8Cls%3D","false","false","bawang goreng murni",,"1","25","Rp45.000","45000","100032806828","https://www.tokopedia.com/nadya-star/bawang-goreng-merah-murni-tanpa-campuran-tepung-1729603628703451607?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","4.2","Kab. Tulungagung","7494786443931781591","NADYA STAR","3","https://www.tokopedia.com/nadya-star","25 terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","Bawang Goreng merah Murni tanpa campuran tepung"
"Kab. Bojonegoro",,"makanan-minuman/makanan-kering/bawang-goreng","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p19-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/3c3299b6b21d4a23ab8af97200ec083c~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=2PZ0j3MlQmFMnowfrxm80NA6vSQ%3D&x-signature-webp=TjsLMrXgu16VKuk3qVouVP%2BIQgI%3D","false","false","bawang goreng murni",,"1","26","Rp35.000","35000","100543772865","https://www.tokopedia.com/sakosmetik/bawang-goreng-brambang-goreng-murni-campur-tepung-1729579092682377796?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","5","Kab. Bojonegoro","7494876974957365828","SA.kosmetik","1","https://www.tokopedia.com/sakosmetik","30+ terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","BAWANG GORENG BRAMBANG GORENG MURNI CAMPUR TEPUNG"
"Kab. Garut",,"makanan-minuman/makanan-jadi/makanan-instan-kaleng","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/3f51794c50874d6e865c71860cb00763~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=y0stkGGpdltKijhYZ45MzfEvTcY%3D&x-signature-webp=1ijCG0eq6l%2BidoJ9rvpUlhniZ6U%3D","false","false","bawang goreng murni","Rp40.000","1","27","Rp33.660","33660","100540512155","https://www.tokopedia.com/cabaw-maeuis/bawang-goreng-asli-premium-cabaw-ma-euis-murni-tanpa-tepung-original-gurih-dan-renyah-pedas-level-1-50-gram-1730363962513720660?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","5","Kab. Garut","7495977200753543508","Cabaw maeuis","1","https://www.tokopedia.com/cabaw-maeuis","5 terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","Bawang Goreng Asli Premium CABAW MA EUIS | Murni Tanpa Tepung, Original Gurih dan Renyah Pedas Level 1 (50 GRAM)"
"Kab. Garut",,"makanan-minuman/makanan-kering/bawang-goreng","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/3b21c0b3e8eb49869972e6493e84d01c~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=Yo4HRk7H5Ofnq0yRrN3NuIgDgzo%3D&x-signature-webp=7jJFYZERiiHj2JL0bvwlaJFJY9E%3D","false","false","bawang goreng murni",,"1","28","Rp65.000","65000","100540164472","https://www.tokopedia.com/cabaw-maeuis/bawang-goreng-asli-premium-cabaw-ma-euis-murni-tanpa-tepung-original-gurih-dan-renyah-pedas-level-3-100-gram-1730371248301966676?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","5","Kab. Garut","7495977200753543508","Cabaw maeuis","1","https://www.tokopedia.com/cabaw-maeuis","8 terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","Bawang Goreng Asli Premium CABAW MA EUIS | Murni Tanpa Tepung, Original Gurih dan Renyah Pedas Level 3 (100 GRAM)"
"Medan",,"makanan-minuman/makanan-kering/bawang-goreng","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/364a9876d9d54cb78762422eceb44684~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=gp%2BgJ69vmrytKZXrLsnHGrpeFfE%3D&x-signature-webp=iwPdKX7Rw7MUWsi%2BoZhHbCg7Et8%3D","false","false","bawang goreng murni","Rp32.500","1","29","Rp30.225","30225","103479788209","https://www.tokopedia.com/bawangku-medan/cod-bawang-goreng-samosir-murni-100-asli-tanpa-campuran-garansi-uang-kembali-1736052242690049904-1736052336808593264?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","5","Medan","7495199737988549488","Bawangku medan","1","https://www.tokopedia.com/bawangku-medan","5 terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","(COD)(INSTANT) Bawang Goreng 100% MURNI ASLI TANPA CAMPURAN - Bawang Goreng Samosir VIRAL"
"Kab. Kuningan",,"makanan-minuman/makanan-kering/bawang-goreng","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/046b90ff3c2e46b28e777aa22b65ebba~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=UBzYdlbqGCbk%2BYx%2FVOt1cQ3%2FcNA%3D&x-signature-webp=abHbDn6QJiY1GcajGJlzNp%2FWjSc%3D","false","false","bawang goreng murni",,"1","30","Rp47.500","47500","100357401394","https://www.tokopedia.com/kahhij-food/bawang-goreng-premium-180g-100-murni-bawang-merah-1729631010980922618?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","5","Kab. Kuningan","7495005823576213754","Kahhij Food","1","https://www.tokopedia.com/kahhij-food","1 terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","Bawang Goreng Premium 180g 100% murni bawang merah"
"Jakarta Barat",,"makanan-minuman/makanan-ringan/keripik","35","Makanan & Minuman","0","2026-08-01T00:33:10.192Z","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/product-1/2018/1/15/0/0_5f8909c4-6681-4a45-a9de-844a749b6d9f_459_320.jpg~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1785547989&x-signature=x0gELePtWGKsVHxKywbeygMEios%3D&x-signature-webp=LeiGHInGWgr4CeE0Bn6l2WBQnCo%3D","false","false","bawang goreng murni",,"1","31","Rp65.000","65000","251864175","https://www.tokopedia.com/haocuan88/bawang-merah-goreng-murni-tanpa-tepung-halal-home-made-murah-gojek?extParam=ivf%3Dfalse%26keyword%3Dbawang+goreng+murni%26search_id%3D202608010033093DD48AB31D016F286K16%26src%3Dsearch","5","Jakarta Barat","1221990","HaoCuan88","1","https://www.tokopedia.com/haocuan88","6 terjual","https://www.tokopedia.com/search?q=bawang%20goreng%20murni&st=product","BAWANG MERAH GORENG MURNI TANPA TEPUNG HALAL HOME MADE MURAH GOJEK"
