"currency","discount_pct","image_url","is_mall","item_id","location","name","original_price","price","rating","rating_count","shop_id","sold_count","url"
"IDR",,"https://down-id.img.susercontent.com/file/c3a5a3319d7fab9f00e41f0eb2691ee0","false","6740171623","Bekasi","Bawang Merah Goreng / Brambang Goreng 1 Kg Super PREMIUM Asli Brebes  Grade Tanpa Campuran Renyah Kriuk","60000","40680","5",,"22499529",,"https://shopee.co.id/Bawang-Goreng-Asli-Tanpa-Tepung-AKSARA-A-Original-Gurih-dan-Renyah-Tanpa-Pengawet-i.22499529.6740171623"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7r991-lzc4ln3ghbtsb2","false","25970628985","Jakarta Barat","[PREMIUM] BAWANG MERAH GORENG MURNI TANPA TEPUNG 750 ml - KEMASAN TOPLES","248000","182159","5",,"452721732",,"https://shopee.co.id/Bawang-Merah-Goreng-Brambang-Goreng-1-Kg-Super-PREMIUM-Asli-Brebes-Grade-Tanpa-Campuran-Renyah-Kriuk-i.452721732.25970628985"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7rbk9-m6aovtjg5ykg58","false","20174978401",,"Bawang Goreng Asli Premium Murni ++ Tanpa Tepung Original Gurih dan Renyah",,"59900","4.9",,"98144508",,"https://shopee.co.id/-PREMIUM-BAWANG-MERAH-GORENG-MURNI-TANPA-TEPUNG-750-ml-KEMASAN-TOPLES-i.98144508.20174978401"
"IDR",,"https://down-id.img.susercontent.com/file/sg-11134201-823q5-mpcv30phx2j0bd","false","27426098705","Tangerang","bawang goreng asli probolinggo 500 gr","200000","26800","4.7",,"844334074",,"https://shopee.co.id/Bawang-Goreng-Asli-Premium-Murni-Tanpa-Tepung-Original-Gurih-dan-Renyah-i.844334074.27426098705"
"IDR",,"https://down-id.img.susercontent.com/file/sg-11134201-23010-kxq1iolcfzlvb0","false","2894912278",,"Bawang Goreng Merah Grade A 500gr Brambang Termurah Berkualitas Tanpa Pengawet","75000","28800","4.9",,"17840140",,"https://shopee.co.id/bawang-goreng-asli-probolinggo-500-gr-i.17840140.2894912278"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-822wu-mmhiikbgeadd92","false","57408021201",,"Bawang Goreng Original 100% tanpa campuran tepung, Home Made  250gr, 500gr, 1kg","34000","25450",,,"1736710818",,"https://shopee.co.id/Bawang-Goreng-Merah-Grade-A-500gr-Brambang-Termurah-Berkualitas-Tanpa-Pengawet-i.1736710818.57408021201"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-8224x-mivr7ngvfjlx2e","false","48853967791",,"Bawang Goreng Grade A+ Asli Murni Brebes 1KG (irisan tangan) / Bawang Brebes",,"24206","5",,"274265044",,"https://shopee.co.id/Bawang-Goreng-Original-100-tanpa-campuran-tepung-Home-Made-250gr-500gr-1kg-i.274265044.48853967791"
"IDR",,"https://down-id.img.susercontent.com/file/b194112c27e807045e9d541a4b75e377","false","6971363359","Bogor","Bawang Goreng asli brebes premium murni 100% 500gr",,"145000","4.8",,"250626954",,"https://shopee.co.id/Bawang-Goreng-Grade-A-Asli-Murni-Brebes-1KG-(irisan-tangan)-Bawang-Brebes-i.250626954.6971363359"
"IDR",,"https://down-id.img.susercontent.com/file/1c328aac10cc859517bdd8a5e2cecc32","false","15833777715","Jakarta Timur","PROMO!! [SUPER] BAWANG Merah GORENG ORIGINAL JUMBO  | Murni tanpa tepung ORIGINAL",,"71999","4.9",,"648324695",,"https://shopee.co.id/Bawang-Goreng-asli-brebes-premium-murni-100-500gr-i.648324695.15833777715"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7r98y-lyl37v8slwbs0a","false","22119915520",,"500gr Bawang Goreng Asli Brebes kering murni premium","53950","43900","4.9",,"579709492",,"https://shopee.co.id/PROMO!!-SUPER-BAWANG-Merah-GORENG-ORIGINAL-JUMBO-Murni-tanpa-tepung-ORIGINAL-i.579709492.22119915520"
