"currency","discount_pct","image_url","is_mall","item_id","location","name","original_price","price","rating","rating_count","shop_id","sold_count","url"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7r98r-lr2xveqnh7y524","false","24211392654",,"Bawang Goreng Merah 1 kg  grade [C] Brambang Goreng Brebes Berkualitas Termurah 1000g siap sajikan","80000","28000","4.6",,"1170112584",,"https://shopee.co.id/500gr-Bawang-Goreng-Asli-Brebes-kering-murni-premium-i.1170112584.24211392654"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7rbke-m68a02dl8ym871","false","26422420641",,"Bawang Goreng Asli Brebes Grade A 1 kg bawang goreng merah","36000","25758","4.6",,"1219056504",,"https://shopee.co.id/Bawang-Goreng-Merah-1-kg-grade-C-Brambang-Goreng-Brebes-Berkualitas-Termurah-1000g-siap-sajikan-i.1219056504.26422420641"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7rasa-m1lb5xmeayly03","false","24074797640",,"BAWANG GORENG Brebes Asli Tanpa campuran 1 kg","19000","16000","4.4",,"1031236160",,"https://shopee.co.id/Bawang-Goreng-Asli-Brebes-Grade-A-1-kg-bawang-goreng-merah-i.1031236160.24074797640"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7rasg-m0qafmx9fk9iab","false","25986567922",,"Bawang Goreng 500GR asli Brebes premium Murni Berkualitas","53000","44000","4.3",,"322487640",,"https://shopee.co.id/BAWANG-GORENG-Brebes-Asli-Tanpa-campuran-1-kg-i.322487640.25986567922"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134201-7r98v-lr2ybfj994aac1","false","24811392778",,"Bawang Goreng Brebes Super Grade A Murni 1kg","80000","28000","4.7",,"1170112584",,"https://shopee.co.id/Bawang-Goreng-500GR-asli-Brebes-premium-Murni-Berkualitas-i.1170112584.24811392778"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7rasc-m0oe1l6y33ykba","false","28402458510","Jakarta Selatan","Grade Murni 1kg Bawang Goreng Asli Brebes tanpa Campuran ubi 1kg Grade Murni Brambang Goreng Asli Brebes",,"145000","5",,"1279044385",,"https://shopee.co.id/Bawang-Goreng-Brebes-Super-Grade-A-Murni-1kg-i.1279044385.28402458510"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-822wj-mmy1w44vasy0d6","false","50108657606",,"Bawang Goreng asli brebes premium murni 100% 250gr","100000","85000","5",,"1798728746",,"https://shopee.co.id/Grade-Murni-1kg-Bawang-Goreng-Asli-Brebes-tanpa-Campuran-ubi-1kg-Grade-Murni-Brambang-Goreng-Asli-Brebes-i.1798728746.50108657606"
"IDR",,"https://down-id.img.susercontent.com/file/1c328aac10cc859517bdd8a5e2cecc32","false","10681863286","Jakarta Timur","500Gr Bawang Goreng Asli Brebes Murni Kering Brambang Goreng ½kg asli brebes",,"36999","4.9",,"648324695",,"https://shopee.co.id/Bawang-Goreng-asli-brebes-premium-murni-100-250gr-i.648324695.10681863286"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7r98t-lwyxw4yx5xr26a","false","25009973841",,"Bawang Goreng Nyai Widji [1000ml - 200gr], KRIUK 100% Bawang Murni Premium","100000","20000","4.7",,"461112146",,"https://shopee.co.id/500Gr-Bawang-Goreng-Asli-Brebes-Murni-Kering-Brambang-Goreng-½kg-asli-brebes-i.461112146.25009973841"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7rasl-m58oubn88juq69","false","25490664205",,"1kg Bawang Goreng Asli Brebes Murni Premium 1kg Brambang Goreng Asli Brebes Premium 1kg Bawang Merah Goreng Asli Brebes berkualitas Higenis Murni",,"89500","4.9",,"61542214",,"https://shopee.co.id/Bawang-Goreng-Nyai-Widji-1000ml-200gr-KRIUK-100-Bawang-Murni-Premium-i.61542214.25490664205"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7r98v-lwyxw4ywtan273","false","11913227568",,"Bawang Merah Goreng 1 Kg [ A ] •Termurah Brambang Asli Brebes Siap Saji Bumbu Dapur -Bahan Masakan","50000","30000","4.7",,"461112146",,"https://shopee.co.id/1kg-Bawang-Goreng-Asli-Brebes-Murni-Premium-1kg-Brambang-Goreng-Asli-Brebes-Premium-1kg-Bawang-Merah-Goreng-Asli-Brebes-berkualitas-Higenis-Murni-i.461112146.11913227568"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7rbkd-maskjyskq6uc03","false","43954032716",,"Bawang Goreng Premium Tanpa Campuran Tepung Homemade Murni - Mamarindu.idn","73500","49745","4.6",,"1549352923",,"https://shopee.co.id/Bawang-Merah-Goreng-1-Kg-A-•Termurah-Brambang-Asli-Brebes-Siap-Saji-Bumbu-Dapur-Bahan-Masakan-i.1549352923.43954032716"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7ra0q-mb4mdun1es6664","false","25800781998","Surabaya","Bawang Goreng 1 kg [ B+ ] •Termurah Brambang Asli Brebes Campuran Kemasan 1000g Bumbu Masak","90000","77000","4.9",,"1113135315",,"https://shopee.co.id/Bawang-Goreng-Premium-Tanpa-Campuran-Tepung-Homemade-Murni-Mamarindu.idn-i.1113135315.25800781998"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7ra0h-mbrin3u17dlc62","false","27334816590",,"Bawang Goreng Homemade 250gr Kualitas Premium Murni Tanpa Campuran - Mamarindu.idn","64000","32069","4.6",,"1519942599",,"https://shopee.co.id/Bawang-Goreng-1-kg-B-•Termurah-Brambang-Asli-Brebes-Campuran-Kemasan-1000g-Bumbu-Masak-i.1519942599.27334816590"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7ra0j-mb3uhawcidy678","false","24250799706","Surabaya","BAWANG MERAH GORENG 1KG ASLI MURAH MURNI","90000","77000","4.9",,"1113135315",,"https://shopee.co.id/Bawang-Goreng-Homemade-250gr-Kualitas-Premium-Murni-Tanpa-Campuran-Mamarindu.idn-i.1113135315.24250799706"
"IDR",,"https://down-id.img.susercontent.com/file/3fb09379958e5608054a490a1918e07b","false","3260619524",,"Bawang Goreng  Murni Renyah Gurih tanpa Campuran Grade A","135000","110000","4.9",,"112062846",,"https://shopee.co.id/BAWANG-MERAH-GORENG-1KG-ASLI-MURAH-MURNI-i.112062846.3260619524"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7rbka-m9fxadicc5jh97","false","40350699918","Jakarta Barat","Bawang Goreng Murni 100% Tanpa Tepung, Non Msg, Renyah Tahan Lama","65000","33000","4.7",,"142406362",,"https://shopee.co.id/Bawang-Goreng-Murni-Renyah-Gurih-tanpa-Campuran-Grade-A-i.142406362.40350699918"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-81zto-mq3ji8yoto8w0e","false","45763160342",,"1kg Bawang Goreng Asli Brebes murni bersih tanpa minyak higenis",,"52095","5",,"1610581365",,"https://shopee.co.id/Bawang-Goreng-Murni-100-Tanpa-Tepung-Non-Msg-Renyah-Tahan-Lama-i.1610581365.45763160342"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7r98p-lr2xveqnblode3","false","24361392477",,"1kg Bawang Goreng asli brebes 1Kg brambang goreng brebes premium fried onion asli brebes premium bersih higenis","50000","35000","4.7",,"1170112584",,"https://shopee.co.id/1kg-Bawang-Goreng-Asli-Brebes-murni-bersih-tanpa-minyak-higenis-i.1170112584.24361392477"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7r98r-lr2xveqxmfd5aa","false","24309768668",,"Bagor - Bawang Goreng 1kg (PREMIUM Grade A Grade B+)","100000","50000","4.7",,"1170112584",,"https://shopee.co.id/1kg-Bawang-Goreng-asli-brebes-1Kg-brambang-goreng-brebes-premium-fried-onion-asli-brebes-premium-bersih-higenis-i.1170112584.24309768668"
"IDR",,"https://down-id.img.susercontent.com/file/308a0f3739f2c5134afe9a7b7536d7eb","false","4362787227","Jakarta Timur","Bawang goreng sumenep dan brebes  murni tanpa campuran tepung 100 gram, 200 gram ( plus toples ) dan 300 gram ( toples 1000 ml )",,"43500","4.8",,"243675320",,"https://shopee.co.id/Bagor-Bawang-Goreng-1kg-(PREMIUM-Grade-A-Grade-B-)-i.243675320.4362787227"
"IDR",,"https://down-id.img.susercontent.com/file/4c83e39dfdbd69ac910e947e4e745746","false","7048741288","Bandung","Bawang merah Goreng Murni  netto 300gr (Lebih Hemat)",,"45900","5",,"7007596",,"https://shopee.co.id/Bawang-goreng-sumenep-dan-brebes-murni-tanpa-campuran-tepung-100-gram-200-gram-(-plus-toples-)-dan-300-gram-(-toples-1000-ml-)-i.7007596.7048741288"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7rasc-m14qtetv9k4l2d","false","29863532847",,"Bawang Goreng asli brebes premium murni 100% 1kg","120000","71000","4.9",,"17709529",,"https://shopee.co.id/Bawang-merah-Goreng-Murni-netto-300gr-(Lebih-Hemat)-i.17709529.29863532847"
"IDR",,"https://down-id.img.susercontent.com/file/58cd42987cbab68553f10ed5919bb655","false","15733778210","Jakarta Timur","Bawang Goreng premium Asli Tanpa Tepung Grade A++ 250gram",,"140999","4.8",,"648324695",,"https://shopee.co.id/Bawang-Goreng-asli-brebes-premium-murni-100-1kg-i.648324695.15733778210"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-82250-mg6syi081xjcc4","false","42074799424",,"Bawang Goreng Asli Brebes 200gr","70000","48500","4.8",,"228341950",,"https://shopee.co.id/Bawang-Goreng-premium-Asli-Tanpa-Tepung-Grade-A-250gram-i.228341950.42074799424"
"IDR",,"https://down-id.img.susercontent.com/file/651048c3b5d0c3a0e73df4f5ce4d8dbd","false","15433779879","Jakarta Timur","Bawang Goreng Grade A+ Asli Murni Brebes 1KG (irisan tangan) / Bawang Brebes",,"22999","4.9",,"648324695",,"https://shopee.co.id/Bawang-Goreng-Asli-Brebes-200gr-i.648324695.15433779879"
"IDR",,"https://down-id.img.susercontent.com/file/4fb440cf94b80c8032404a111e361c14","false","9986295660","Depok","Bawang Goreng Nyai Widji POUCH - Refill - Isi Ulang [750ml - 150gr], KRIUK 100% Bawang Murni, Pouch",,"145000","4.7",,"503589687",,"https://shopee.co.id/Bawang-Goreng-Grade-A-Asli-Murni-Brebes-1KG-(irisan-tangan)-Bawang-Brebes-i.503589687.9986295660"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-7rase-m58oubn8jsea28","false","26274064032",,"Bawang Goreng Asli Premium(Super renyah &amp; Gurih)- Toples Jumbo 400Gram",,"64500","5",,"61542214",,"https://shopee.co.id/Bawang-Goreng-Nyai-Widji-POUCH-Refill-Isi-Ulang-750ml-150gr-KRIUK-100-Bawang-Murni-Pouch-i.61542214.26274064032"
"IDR",,"https://down-id.img.susercontent.com/file/id-11134207-82250-mkuee0f74xzb31","false","57106256947","Semarang","Bawang Goreng asli brebes premium murni 100% 200gr","75942","62942","5",,"1268431636",,"https://shopee.co.id/Bawang-Goreng-Asli-Premium(Super-renyah-Gurih)-Toples-Jumbo-400Gram-i.1268431636.57106256947"
